Age,Salary
26,55337.942070853256
20,43248.54327415294
24,63185.95435817418
59,54290.57839387523
40,34495.63032646025
56,84029.97044351533
43,62590.486417826425
24,51932.19111836109
58,53228.09182299737
29,44760.10858786283
56,74915.57002906995
21,90145.62473160398
30,42623.01475895659
54,68303.0102638524
34,49375.7929106744
28,39279.07374498002
59,68706.56911120421
30,89701.40744555628
21,97290.07885678769
32,70921.508571301
25,83660.691840713
27,85952.7523170235
23,58793.01808774689
48,80028.03077763943
24,61429.863275743555
55,48308.51123705968
58,91907.30044129446
57,50854.624876026275
59,76713.06926792156
40,75590.18333284532
39,61747.30947701325
30,98832.91270956778
26,39683.9893493852
51,59069.92203800441
46,69156.46690609884
51,55539.78184555005
45,83939.39722277298
26,84896.62727927267
25,59914.30388965379
21,60936.930971173766
42,68349.25084018624
52,67733.80091142614
54,97517.2386940773
42,83060.01407860892
43,97145.89723908351
54,52496.49089318012
53,41175.49150295057
27,60774.176800622656
21,53521.35331060035
25,46861.10586637508
54,81996.77992335468
45,68925.47398564522
56,97883.6657992452
50,78235.79852065574
37,97684.81052179312
38,85712.47952964305
58,47833.200520509214
56,73931.82524502584
48,55522.658987838644
32,35879.338576805494
44,76954.41224728046
20,37213.52670225707
43,99772.0102134291
32,57194.44389032804
55,79011.83605124877
50,70798.28683314167
54,40482.87324972105
30,59440.65756914233
37,96535.96520022427
31,83844.94388716247
24,91271.60807629417
48,89632.9606609477
57,65549.57465841371
21,44606.20776987291
36,61735.14417010303
26,53622.51298410603
58,74207.89849701776
50,72126.97340928749
57,76014.85880008803
56,93383.40954449777
51,65007.495401781474
46,55498.68934644327
40,63359.89611270762
36,72747.8747773463
44,60554.130438412154
20,70611.72608232033
52,69093.08834601837
51,77279.2666711515
43,70483.96257508006
47,72351.18186502693
36,70637.12233046237
58,55129.475003218264
47,47703.430008881805
21,41246.90626749088
37,95198.79696645113
54,41276.38682379431
36,34134.661086273845
21,58513.63465736004
42,77883.9527817331
34,79727.8905927246
25,68485.72579406691
44,71488.26498351125
46,50506.33536832745
39,70835.80885552574
26,51255.69101607575
53,32998.77888336775
55,59925.38705030232
38,90588.8322877081
42,89419.31083517426
48,53565.82720590157
26,56981.33047779446
40,38905.59176110719
37,93544.63255178306
27,54471.57372780637
56,62085.627295250815
27,97972.57247093685
57,82031.29057319174
46,88516.23455134657
54,62586.043675121175
30,47657.47806284583
33,86698.43723222139
41,36583.072492036576
54,33996.54018453722
57,74725.78099870325
52,31189.110581287598
29,80018.66404799127
39,83051.94018135763
31,34481.47911820784
49,60342.544037463245
37,89532.99766282536
23,37817.298718627535
40,53921.72643837913
20,87587.59809631166
47,88861.26616624508
36,81599.16344877116
28,31348.748390119767
20,49690.33685289702
55,67833.7382533657
48,32949.06077436215
48,79008.06865426443
25,30968.47066737576
33,49208.26083586858
49,79005.61690257481
40,65075.822784888085
55,73215.06337926569
37,66295.95815109104
43,37064.73278006524
39,37108.06687452578
27,88492.01387386497
37,76204.33548143346
46,71533.10231468882
54,91913.48810581167
55,92518.75908281047
24,86583.62992978428
24,77422.6531993095
59,98295.47875605768
25,64574.31435888032
53,59313.83390912709
33,62756.1812290182
28,44565.82372903467
34,58014.96584026799
37,42485.59949828596
41,34210.10280569429
27,40179.431866732586
52,73491.5540974402
27,95567.74060271887
21,95626.0825246916
30,95582.75832290431
48,71433.71981351082
32,78823.5995622559
36,43801.31893066623
35,90723.88926964912
34,69284.56922435769
23,87450.74614067223
59,49508.98670591045
36,95014.96928447696
38,64717.00416848698
40,35024.85474292941
22,38775.29443486773
37,46258.54689666932
22,98977.44117235324
36,61769.05171126944
55,53339.68928057107
41,91842.58806576507
21,93344.09423864938
32,53638.04093520322
38,69273.79642769614
35,90676.36379522609
54,77301.58036027712
35,62328.03545433518
34,63496.72987641549
59,75507.83160384385
35,48079.648185474434
51,66678.28527509473
40,62625.375451084765
20,67158.56783766563
31,41234.97588202147
25,90201.26145228457
26,98271.59246722232
43,36617.79537496729
35,65024.74190257868
49,69001.05823511332
36,38364.62047488647
55,73371.44092596266
43,77246.72366155367
55,57828.29573003635
53,69698.52634593517
59,87564.5254180933
41,88215.3172299225
33,36341.7867485396
32,75386.30542229311
51,61068.899387420744
20,93809.745172767
58,98937.97390293045
57,58377.1164190856
41,71969.79015869966
48,50149.757454546976
56,56659.816275587546
31,35816.00512401208
20,93602.07957975962
44,61414.776836215584
28,99432.48270919555
39,50483.424500640635
53,56924.61741701301
26,94276.24823606887
50,42585.634356582596
28,92537.402899007
34,52919.81542341407
49,70038.55210106037
55,77192.29723173674
48,95404.55710886794
43,49709.63692609018
45,90359.59134394983
44,82363.26567466855
25,35177.121547463976
56,98466.920942548
26,85966.1010599248
39,78327.94135502836
34,37901.54744272299
44,80925.99844532528
27,39462.28112536574
59,89051.59802075462
31,62077.924105581726
57,60549.08603834631
33,66969.1757355253
53,89216.89580704196
57,56028.74805086345
36,69425.0871186296
58,35884.7337316576
36,96792.84488696739
36,72646.99131134992
41,70044.8458093487
37,45475.06346454424
46,92915.10381572985
31,95329.90009610099
31,90896.37665591203
50,39710.56514235734
52,98059.44698850492
57,98630.7857982439
20,97516.92878734424
41,68173.38801496013
37,44479.14514846853
21,69498.51959348444
58,78018.61799367204
49,47684.39591631674
43,30843.50307008118
49,61938.31859625229
38,83595.23140256785
42,57453.37192574177
48,95896.51851319353
24,94004.65048588715
49,71676.14598461792
49,46567.43429077515
45,31076.18556924033
51,87196.23877053127
27,51365.41343524283
46,31560.177969923643
37,44356.81483731146
24,57503.6992705845
42,81663.90330557995
21,55578.896159962
34,36083.04350796469
43,38178.609938813344
34,77732.39126367997
46,56713.6918040553
44,83754.51209014148
42,38640.44296753736
52,84560.47483518328
28,40185.78063903257
53,70909.24189435538
53,36758.99646885786
27,60859.64403767448
32,98533.11058543021
21,86883.45378215426
49,68419.10665752884
44,74471.86901012895
44,91744.5034473308
24,78315.32479782737
58,92048.24420217003
42,32781.557103111874
50,93567.91169861845
52,86753.94281540092
35,96846.0063254874
41,90585.51668063781
54,76537.83281879452
55,48715.4210982236
23,69582.45070083726
51,49949.37713069755
37,81706.36034298394
51,59579.64716749929
41,44243.68168952606
26,70457.68789793566
58,58310.02249116829
58,66002.83412991397
46,95276.63894523743
40,70238.08305752579
34,63884.81619266096
46,80314.5578606823
56,62653.07198749284
53,39709.46622558229
49,75863.18273607462
26,49911.79056447867
46,69610.17614201918
44,75277.50653896932
28,95970.8838571294
27,90138.94819977757
31,69329.50128738728
21,77224.10892090118
43,81363.60450863288
36,55894.3971931674
56,50377.64065871672
57,56837.17671821951
54,96360.63487576164
33,44013.62800149872
42,57801.83218195431
25,87694.72111729912
49,69830.26333887212
37,30811.94387845353
46,62160.60859366753
35,82283.03061428468
51,72110.40467052425
28,55711.43437427076
25,45570.10532106454
20,51328.67965782058
27,44249.505936382164
33,71974.7968750887
40,45781.53612460759
48,53859.490891476235
36,80718.21071792711
22,68888.45083945821
48,50063.94792064648
50,41635.60377724905
57,99919.876507354
48,30200.445072483046
31,39303.49444441214
51,65603.9736700741
29,34939.08537345597
27,73151.89398263526
30,31416.4012878347
40,72472.15751975197
39,47269.22849668558
39,55752.736283900544
27,31572.47680843175
43,60736.18065195077
25,89948.45604550805
30,90303.71100860514
37,82740.3424878645
39,70032.32710096352
21,84341.70261398106
27,84087.74843656576
40,49236.23992665086
40,86757.76222084624
37,77568.66729931238
26,30471.539202781747
53,91225.73486815399
56,82500.42855188504
55,73912.444937602
38,87750.29126915704
46,75176.53337009258
33,66150.22269710303
27,90132.02276626871
48,79796.57232586421
56,91500.1169965815
57,54727.178817229986
47,35948.519561555004
56,65834.3632491129
42,88888.47545990972
51,94950.56366109548
44,62044.39944374258
54,36301.47748252903
32,91129.00794009362
33,78595.0062459904
47,54218.30865487668
40,33613.98605031479
21,89198.83943190213
31,50604.66290563944
24,65370.617039366014
29,50598.926129042076
48,79969.475711477
45,39886.551168978345
43,41565.62725939138
51,56593.100145509125
26,74509.69760594607
24,99008.34823812774
30,83281.15443419544
55,99170.96826532508
20,54134.98647424101
54,50723.75394201961
53,52159.381037596686
33,46790.44171318222
43,52763.76031771197
35,70545.6580002553
57,71862.32688747878
52,82987.67307731634
55,45465.02830873135
22,37645.61378051106
51,88608.14408018069
58,81645.66203558225
42,62345.901474165585
22,47569.70920143548
46,94242.77887150757
29,57997.94215886568
55,86657.47548894655
55,58509.58869272109
40,38887.12233557942
51,89243.4661804898
22,66022.9284577439
26,49891.111081923926
45,64037.47614043227
50,68829.50037179877
26,67393.7134233274
57,76999.59785657251
38,87038.05842666663
43,30688.732606171918
23,93645.59769344685
36,50737.54123349635
29,66973.37030998695
42,45813.17887802453
24,81338.03207798509
44,63881.846953677974
41,65874.22894503715
56,55786.063217301
36,95011.75521743967
57,42601.694725985646
54,76424.44632950208
37,73655.35069997248
21,65967.59304956393
39,57270.59025420449
31,39178.590765148634
54,50994.754853169004
46,48626.96679235023
52,36200.814126169855
39,47384.024439018314
34,53757.09695359742
31,60512.29310437319
49,77761.05208183044
45,95091.45782295472
24,96967.46171437162
30,55474.27978837937
37,59086.222705190754
52,61990.392876984195
47,58560.10941319498
27,92279.2101879148
38,33287.01635811728
40,40756.9830976996
21,48049.33858651714
43,54018.84843551945
49,75198.06273966239
43,70477.11468404178
47,36838.34444648832
56,90561.36910431922
27,77994.26676766812
44,88735.52855026526
51,97937.02077017396
51,75075.63297519594
44,95672.82208690235
24,42112.47058754
32,65173.28893000186
42,67272.7104330352
39,71618.57577001439
49,50836.430319353916
26,86250.46883076166
43,53464.62231796443
25,78030.96511907617
26,97800.29545213444
50,41869.19567586223
55,39435.64155986579
25,50504.948772550204
29,53991.97211995314
34,87684.0902690809
39,57504.79137031114
44,35684.743842948395
50,54136.96133511784
48,89409.31294837645
27,42141.036122588215
24,99661.51882063635
55,74950.37359100052
35,44495.960094593145
24,80448.67150884494
26,44153.25770174144
38,44416.07596102496
47,32929.83118238199
28,65215.66073752056
49,37507.28613778759
50,94106.46839687997
44,68506.8567509447
43,62574.51541278012
39,51951.50527145475
51,66576.47966782468
58,47123.532649000765
54,89152.08800298994
38,49756.69785983123
50,76211.21793003658
41,33262.01957447097
48,91895.83156933465
48,57134.34214637974
36,74078.91172822074
32,91014.03547313187
49,56771.94928317435
42,75829.75236448924
46,61310.65006988492
44,36568.482454491925
46,41715.385375215745
24,73982.95550806157
46,46574.74680547605
44,54633.197500366354
35,88580.47423423037
38,72499.70836708102
30,86626.52913864581
34,35493.65155485732
38,46618.230609087586
29,73983.80613361417
41,43337.69526608159
51,39173.67375077927
53,40919.276732173355
50,82790.52743490918
21,40002.737345281384
57,36245.76804515599
22,66704.63669307872
25,72140.72501638347
25,99550.63170556718
34,60665.908034758104
54,96297.6577916823
24,97682.50491822034
39,40825.30225611501
56,99507.33236145767
51,46567.25362527534
33,82135.48968998427
29,36293.12541939279
28,89541.77252381461
27,32340.911794185875
59,60761.56507523759
30,64904.51789127117
38,97956.1801224784
40,57508.0636447568
41,62145.55134699978
53,47357.242520983025
29,57897.22607163615
41,95000.30218322478
25,75786.36633974564
48,81354.1258708455
21,47054.65115342071
33,75873.96298663813
39,52055.568009840754
37,57346.56300602053
23,71152.65454238368
57,67843.48115142752
23,91921.65677114805
42,44949.82487410632
21,40902.20299730941
35,68694.96946336793
44,64520.39854426428
42,94507.56544955309
30,78605.0396343888
58,30882.936721726917
25,75527.04173710778
38,84386.12376247189
21,91626.13560080495
31,73405.28481800496
31,41590.41689788734
33,31449.001293671397
55,85422.25144540762
35,55361.42627138492
25,93793.11783842591
58,85893.8046377831
48,85886.16974937645
28,85719.18814405128
26,53724.369763194125
35,80531.62735737929
23,62566.49003408706
27,40118.86669969786
44,94228.15623233198
22,39100.99159492235
38,75445.72058408064
38,71772.13818581196
33,61939.669562427414
49,74052.04690249516
27,49111.7794344944
59,93649.71993152997
58,32739.693415729434
49,90959.9187436889
39,78796.86971423677
49,62533.33505151796
51,49146.08967884979
37,81045.89510438388
45,95338.67060236628
24,89713.8647716765
50,37423.83652954143
41,34853.683877904405
38,99009.98473422328
51,42348.012980516294
36,30248.90832683794
31,65001.06115280695
40,78162.57829894614
42,76965.49684613329
53,38057.262589178834
37,80459.440806479
56,52216.925875793895
24,35401.084742975894
25,77918.10850862025
27,76576.65359771557
34,84970.1906715959
55,90895.35710608008
27,80903.36420157354
21,49615.07834163681
28,81669.40800608907
41,94072.27686757197
49,52033.016480980805
39,92725.07968012035
26,87010.42304567377
43,41948.06441822305
24,53329.09695470088
38,50859.87061764472
45,55632.73141433457
33,63361.691099399846
56,78395.57417085997
52,57104.458019891325
30,98011.90917145959
35,53054.99394721316
26,55086.13359503349
23,62745.426167372374
33,92249.27426332278
20,80686.6281767473
20,38649.45593935984
45,96506.85777396415
42,32177.930299235624
37,74661.48610571718
42,30089.40092692656
44,78706.19496873772
47,78696.51742040906
33,44821.7018697505
51,91985.43432089024
48,80885.04907348362
40,85327.16134150514
52,47436.08466268189
56,90811.96833277537
47,48500.27134933693
50,31596.54230921596
36,33567.70442645498
34,99525.8852820861
40,64304.07543655476
51,72164.79499112655
57,79443.45934919555
44,81584.08853148003
45,55005.64155609366
47,37818.830726494154
28,96193.07099616592
30,51981.77170617649
29,98055.170034258
45,43912.25022280756
45,44559.398928524584
40,77237.08978980052
22,94175.96161979
27,96577.58047180934
53,68429.14969705544
40,50433.19796860028
43,38895.65299758364
48,97136.27933784276
46,37232.54210499642
27,47919.55550544515
52,56991.81843649844
37,85594.69022740326
37,33626.15024381191
48,48288.26983084049
50,86992.74410038226
34,71686.59642223464
53,30473.214248314864
42,79300.39126513997
29,78885.82407047025
37,89830.59729325169
24,73670.48240728593
41,63250.19453737107
56,53626.23413179826
55,37332.22877748489
36,69326.27473856068
34,45642.369394878595
33,47653.52149080123
59,83012.01763990594
51,61922.99769467869
29,71241.05626450533
20,77186.22140475358
28,61755.27244271247
39,59168.015207951765
45,68455.26388882914
58,93307.05397943578
59,85915.84843882348
35,96768.2720165457
29,88680.07654550589
20,82616.11620573806
36,48311.74368095022
42,40669.42512635608
55,72016.18221323438
53,35697.44120961065
37,32061.795577538887
24,60903.92539915334
53,89374.23209953746
50,47312.52891245366
33,39923.220698506455
24,52347.609055714805
28,89552.9657241482
20,68674.57491188333
42,61288.92576098884
48,71159.78113489464
46,66846.00337733839
59,45812.45360117521
54,35512.23014651862
50,61791.51213930308
42,34905.72700647137
22,40739.16210158612
27,70086.61681491348
49,62648.42070539698
29,96834.93748127036
28,73642.30784228546
53,35294.22395704195
30,34500.289739988366
25,30500.24952909776
47,56496.91306256798
45,69015.64995106046
45,99646.22353929305
44,36290.32999030071
21,33468.01329304702
33,70265.00831080279
56,85346.29522596099
31,60820.6072777999
44,49736.291365186065
35,85435.06525938334
54,46465.60552469032
44,53183.9048906068
22,41716.85877885545
22,92868.73152797832
45,84234.22453637
55,40692.294310185636
30,63651.821815598836
27,86269.1995071425
43,90581.80715382929
55,81739.52956300741
55,94092.87050970625
57,98592.21313444735
38,33181.83706379435
41,68920.23161845903
30,97779.18073078444
48,42359.512681372886
44,65594.5759999119
37,69007.37813486494
31,34537.241778805874
25,86688.34102072941
49,86983.35427540763
25,69373.67846865658
46,32526.639477383585
45,69503.82169650511
55,99645.36509521675
37,37362.350030193484
26,90235.16548666586
43,30893.144947981178
39,44937.434375716366
